iter	Passed	Remaining
678	15393	7277
679	15416	7254
680	15440	7232
681	15464	7210
682	15487	7188
683	15511	7165
684	15534	7143
685	15559	7122
686	15583	7099
687	15607	7077
688	15630	7055
689	15654	7032
690	15677	7010
691	15701	6988
692	15723	6965
693	15745	6942
694	15766	6919
695	15789	6896
696	15811	6873
697	15833	6850
698	15855	6827
699	15877	6804
700	15899	6781
701	15921	6758
702	15944	6735
703	15966	6713
704	15988	6690
705	16010	6667
706	16032	6644
707	16054	6621
708	16076	6598
709	16098	6575
710	16121	6552
711	16143	6529
712	16165	6506
713	16187	6483
714	16209	6461
715	16232	6438
716	16255	6415
717	16277	6393
718	16299	6370
719	16321	6347
720	16345	6324
721	16368	6302
722	16390	6279
723	16412	6256
724	16434	6233
725	16457	6211
726	16480	6188
727	16501	6165
728	16524	6142
729	16546	6119
730	16569	6097
731	16592	6074
732	16615	6052
733	16637	6029
734	16659	6006
735	16682	5983
736	16705	5961
737	16729	5939
738	16752	5916
739	16776	5894
740	16800	5872
741	16823	5849
742	16847	5827
743	16871	5805
744	16895	5782
745	16918	5760
746	16942	5738
747	16965	5715
748	16989	5693
749	17013	5671
750	17037	5648
751	17060	5626
752	17084	5603
753	17106	5581
754	17128	5558
755	17151	5535
756	17173	5512
757	17195	5489
758	17218	5467
759	17241	5444
760	17263	5421
761	17285	5398
762	17308	5376
763	17330	5353
764	17353	5330
765	17375	5307
766	17397	5285
767	17419	5262
768	17442	5239
769	17464	5216
770	17486	5193
771	17509	5171
772	17531	5148
773	17553	5125
774	17576	5102
775	17599	5080
776	17621	5057
777	17643	5034
778	17665	5011
779	17687	4988
780	17710	4966
781	17732	4943
782	17754	4920
783	17777	4897
784	17799	4875
785	17823	4852
786	17845	4829
787	17867	4807
788	17889	4784
789	17912	4761
790	17935	4738
791	17957	4716
792	17981	4693
793	18005	4671
794	18028	4648
795	18050	4625
796	18072	4603
797	18094	4580
798	18116	4557
799	18139	4534
800	18161	4512
801	18184	4489
802	18206	4466
803	18228	4443
804	18250	4420
805	18273	4398
806	18295	4375
807	18317	4352
808	18339	4329
809	18362	4307
810	18384	4284
811	18406	4261
812	18428	4238
813	18450	4215
814	18471	4193
815	18494	4170
816	18517	4147
817	18538	4124
818	18560	4101
819	18583	4079
820	18605	4056
821	18628	4033
822	18650	4011
823	18674	3988
824	18698	3966
825	18722	3944
826	18746	3921
827	18769	3898
828	18793	3876
829	18816	3853
830	18840	3831
831	18863	3808
832	18885	3786
833	18907	3763
834	18929	3740
835	18952	3717
836	18975	3695
837	18999	3672
838	19022	3650
839	19046	3627
840	19070	3605
841	19093	3582
842	19117	3560
843	19141	3537
844	19164	3515
845	19188	3493
846	19212	3470
847	19236	3448
848	19260	3425
849	19285	3403
850	19312	3381
851	19337	3359
852	19362	3336
853	19385	3314
854	19409	3291
855	19433	3269
856	19457	3246
857	19481	3224
858	19505	3201
859	19529	3179
860	19553	3156
861	19577	3134
862	19601	3111
863	19625	3089
864	19649	3066
865	19673	3044
866	19697	3021
867	19720	2999
868	19744	2976
869	19768	2953
870	19793	2931
871	19816	2908
872	19841	2886
873	19865	2863
874	19889	2841
875	19913	2818
876	19937	2796
877	19961	2773
878	19983	2750
879	20005	2728
880	20029	2705
881	20051	2682
882	20074	2659
883	20096	2637
884	20120	2614
885	20143	2591
886	20165	2569
887	20187	2546
888	20210	2523
889	20232	2500
890	20255	2477
891	20277	2455
892	20299	2432
893	20323	2409
894	20347	2387
895	20371	2364
896	20394	2341
897	20418	2319
898	20441	2296
899	20465	2273
900	20489	2251
901	20513	2228
902	20537	2206
903	20561	2183
904	20585	2160
905	20609	2138
906	20633	2115
907	20656	2092
908	20680	2070
909	20704	2047
910	20729	2025
911	20753	2002
912	20777	1979
913	20801	1957
914	20825	1934
915	20850	1912
916	20874	1889
917	20898	1866
918	20921	1844
919	20945	1821
920	20969	1798
921	20993	1776
922	21017	1753
923	21041	1730
924	21065	1708
925	21089	1685
926	21114	1662
927	21137	1639
928	21161	1617
929	21185	1594
930	21209	1571
931	21234	1549
932	21258	1526
933	21282	1503
934	21306	1481
935	21330	1458
936	21354	1435
937	21378	1413
938	21402	1390
939	21426	1367
940	21450	1344
941	21473	1322
942	21497	1299
943	21521	1276
944	21544	1253
945	21569	1231
946	21593	1208
947	21617	1185
948	21641	1163
949	21665	1140
950	21689	1117
951	21713	1094
952	21737	1072
953	21760	1049
954	21784	1026
955	21809	1003
956	21833	981
957	21856	958
958	21878	935
959	21900	912
960	21923	889
961	21945	866
962	21967	844
963	21989	821
964	22011	798
965	22033	775
966	22056	752
967	22077	729
968	22099	707
969	22122	684
970	22145	661
971	22166	638
972	22189	615
973	22210	592
974	22232	570
975	22255	547
976	22276	524
977	22298	501
978	22320	478
979	22343	455
980	22365	433
981	22387	410
982	22409	387
983	22431	364
984	22453	341
985	22476	319
986	22498	296
987	22519	273
988	22541	250
989	22563	227
990	22586	205
991	22607	182
992	22629	159
993	22652	136
994	22674	113
995	22696	91
996	22718	68
997	22740	45
998	22762	22
999	22784	0
